emp_id,age,Department,location,education,recruitment_type,job_level,rating,onsite,awards,certifications,salary,satisfied,ID,Age,Gender,Marital_Status,Job_Role,Experience_Years,Monthly_Salary_INR,Working_Hours_per_Week,Commute_Time_Hours,Remote_Work,Stress_Level,Company_Size,Sleep_Hours,Physical_Activity_Hours_per_Week,Mental_Health_Leave_Taken,Manager_Support_Level,Work_Pressure_Level,Annual_Leaves_Taken,Work_Life_Balance,Family_Support_Level,Job_Satisfaction,Performance_Rating,Team_Size,Training_Opportunities,Gender_Bias_Experienced,Discrimination_Experienced,Burnout_Symptoms,Location
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,1931,37,Non-Binary,Widowed,Analyst,8,188363.29,64,2.14,True,5,Large,7.0,2.8,True,5,1,30,7,10,4,9,24,False,False,False,Occasional,Tier-2
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,1935,37,Male,Divorced,Analyst,26,170663.5,58,0.84,False,0,Large,7.7,2.3,False,5,1,12,8,5,1,8,41,False,False,False,Yes,Tier-1
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,1943,59,Male,Single,Developer,15,112428.05,83,2.78,False,1,Large,6.0,2.2,True,7,7,7,2,9,0,4,56,False,True,True,Occasional,Tier-3
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,1946,35,Male,Married,Manager,13,177410.01,38,2.32,True,10,Medium,7.7,6.5,False,1,7,26,8,6,3,2,63,False,False,True,Yes,Tier-2
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,1953,36,Non-Binary,Single,Manager,24,162433.95,73,0.05,False,6,Large,5.1,6.4,True,3,8,0,5,5,8,6,9,False,False,True,Yes,Tier-1
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,1964,36,Male,Married,Analyst,29,119656.02,39,1.79,False,3,Large,8.4,1.9,False,0,2,5,7,2,1,6,3,False,True,True,Yes,Tier-1
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,1965,39,Male,Single,Support,15,85220.6,73,0.59,True,9,Large,8.9,1.3,True,2,5,1,1,9,5,7,63,True,True,False,Yes,Tier-3
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,1972,52,Non-Binary,Married,Analyst,39,21964.57,45,1.62,True,8,Large,8.4,8.3,True,7,0,3,7,10,3,4,60,True,True,True,No,Tier-3
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,1977,29,Non-Binary,Married,HR,38,125297.77,37,1.3,False,9,Large,8.5,3.9,True,0,6,5,7,3,10,8,93,True,True,False,No,Metro
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,1983,54,Non-Binary,Married,Developer,31,182959.72,39,0.06,False,6,Small,4.3,7.1,False,1,7,28,9,5,2,8,60,False,False,False,Yes,Tier-1
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,1993,53,Female,Single,Analyst,15,32598.01,39,2.76,True,6,Medium,6.8,2.3,True,7,3,10,1,2,10,7,57,False,False,True,Occasional,Tier-2
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2000,59,Non-Binary,Single,Developer,25,163034.43,46,2.75,True,7,Large,4.8,1.5,False,5,6,12,5,3,0,5,86,True,True,False,Occasional,Metro
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2007,32,Female,Married,Manager,10,154126.19,39,2.9,True,0,Medium,5.9,7.4,True,4,1,18,2,2,10,3,26,False,False,True,Yes,Metro
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2008,50,Male,Single,Support,28,79018.18,75,0.25,True,6,Medium,6.3,1.8,True,5,10,2,7,4,0,5,81,False,True,False,Occasional,Tier-1
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2010,43,Male,Widowed,Developer,34,162589.6,78,2.57,False,5,Large,6.0,2.0,True,6,9,0,10,4,0,4,49,True,True,True,No,Tier-3
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2012,53,Female,Divorced,Developer,38,182857.29,78,0.83,True,0,Medium,7.6,1.6,True,2,2,24,7,7,10,3,34,False,False,False,Occasional,Tier-2
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2015,40,Non-Binary,Divorced,Support,18,121275.86,70,0.94,True,9,Small,5.5,3.7,False,8,0,10,9,10,9,3,77,False,False,True,No,Metro
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2018,31,Male,Widowed,HR,29,89039.76,67,1.43,True,8,Small,7.3,4.6,False,8,3,21,6,6,8,0,17,True,True,False,Occasional,Metro
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2021,54,Male,Single,Developer,36,109694.6,74,1.45,True,10,Medium,4.6,2.1,True,2,1,9,9,6,3,0,43,True,False,False,Occasional,Metro
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2022,22,Female,Widowed,Sales,29,149184.43,35,2.26,False,5,Small,6.5,4.8,False,4,8,4,3,7,4,4,44,False,False,False,No,Metro
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2024,62,Non-Binary,Single,Developer,9,102973.64,76,2.43,False,8,Small,7.3,7.8,False,2,5,9,6,4,5,9,96,True,False,True,No,Tier-2
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2034,34,Female,Divorced,Developer,32,102925.55,83,0.41,False,7,Small,6.4,2.0,True,4,7,27,2,8,2,9,80,True,True,True,Occasional,Tier-1
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2043,29,Non-Binary,Widowed,Support,15,107919.11,45,0.53,True,9,Medium,8.1,9.4,True,0,0,10,7,1,10,6,53,False,False,False,Occasional,Tier-1
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2058,47,Female,Married,Support,30,36626.39,82,2.3,False,7,Small,5.4,6.8,False,4,5,20,7,7,9,1,18,True,False,True,Yes,Metro
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2061,22,Non-Binary,Divorced,Analyst,30,180340.78,52,1.71,True,4,Medium,7.4,1.7,True,3,2,0,1,4,8,6,79,False,False,False,Yes,Tier-3
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2071,64,Non-Binary,Widowed,Sales,37,122851.22,45,0.47,True,8,Small,8.8,0.4,False,9,4,21,3,7,6,1,1,False,False,False,Yes,Tier-3
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2079,23,Non-Binary,Divorced,Support,22,156355.97,49,2.77,False,8,Small,6.6,0.3,False,8,6,8,1,2,4,7,17,True,False,False,Occasional,Tier-1
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2082,31,Male,Single,Analyst,4,133016.36,41,0.1,True,7,Large,6.1,5.7,True,9,2,21,10,8,3,6,73,False,True,True,Yes,Tier-2
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2086,37,Male,Divorced,Sales,11,105757.25,58,1.05,True,2,Medium,7.1,1.5,True,8,7,26,2,3,0,7,92,True,False,True,Occasional,Tier-3
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2087,43,Non-Binary,Divorced,HR,22,146216.35,59,0.5,True,1,Medium,5.7,1.4,True,4,7,9,1,3,5,8,79,True,False,True,Yes,Metro
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2090,52,Female,Married,Manager,7,174319.86,45,1.55,True,9,Medium,6.1,9.6,True,7,1,28,10,4,3,7,70,False,False,True,No,Tier-3
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2094,50,Male,Widowed,Manager,33,87238.0,80,2.95,True,10,Large,4.1,6.1,True,5,3,16,2,7,1,2,19,True,False,True,Occasional,Tier-1
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2096,29,Female,Single,HR,6,94170.38,77,0.65,True,10,Small,6.1,9.6,True,9,7,1,1,10,2,0,99,False,True,True,Occasional,Tier-3
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2107,60,Non-Binary,Divorced,Sales,6,113829.98,37,1.45,True,7,Large,5.7,6.8,True,10,0,15,4,9,6,2,46,True,False,False,Yes,Metro
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2120,46,Female,Widowed,Analyst,35,20275.12,85,2.82,False,5,Medium,5.9,9.1,True,3,8,9,7,9,0,5,64,False,False,False,No,Tier-2
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2122,55,Non-Binary,Married,Developer,17,119924.89,45,2.35,False,9,Large,5.8,7.6,True,7,1,17,2,4,5,7,41,False,False,False,Occasional,Tier-3
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2123,22,Female,Widowed,Sales,39,150143.2,59,1.65,False,6,Large,7.8,2.0,True,6,2,13,6,2,6,3,43,False,False,True,No,Tier-1
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2128,18,Male,Widowed,Sales,36,131288.29,40,1.17,True,5,Large,7.9,8.9,True,0,7,11,6,7,10,2,25,False,True,True,Occasional,Tier-3
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2129,43,Non-Binary,Widowed,Developer,23,183264.16,55,2.51,True,10,Large,5.0,3.5,True,8,10,4,3,4,3,6,67,True,True,False,No,Tier-2
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2140,44,Non-Binary,Widowed,Analyst,6,87480.98,44,1.58,False,4,Small,4.5,8.5,True,8,10,19,9,9,5,7,62,False,True,True,Occasional,Metro
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2143,63,Female,Single,Developer,20,46290.33,75,2.13,True,1,Large,8.4,2.9,True,8,3,1,2,5,5,2,69,False,False,False,Yes,Tier-3
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2144,21,Non-Binary,Married,HR,29,25388.17,65,2.25,True,8,Medium,7.0,6.2,True,4,2,22,6,6,0,8,74,True,True,False,Occasional,Tier-1
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2148,48,Male,Divorced,Sales,22,113005.3,55,2.09,True,10,Medium,6.3,5.4,False,10,5,16,9,10,7,1,86,False,True,True,Occasional,Tier-1
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2152,22,Female,Single,Analyst,28,47647.2,62,0.95,True,2,Large,5.1,3.1,True,7,2,9,0,6,9,5,16,True,False,False,Occasional,Tier-1
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2157,23,Male,Single,Manager,27,196576.42,53,0.96,True,3,Medium,4.2,1.4,False,6,10,12,8,5,6,8,45,True,True,True,No,Tier-3
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2162,65,Non-Binary,Widowed,Sales,35,94641.15,36,2.66,True,9,Small,8.9,8.6,True,4,3,5,1,5,5,5,31,True,False,True,Yes,Tier-1
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2167,58,Male,Single,Support,19,83443.41,84,2.7,True,6,Small,6.8,1.6,False,9,0,7,6,0,4,0,59,False,False,False,Occasional,Tier-1
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2185,18,Female,Widowed,Manager,9,133018.89,82,1.04,False,10,Small,6.9,4.6,False,0,0,10,1,8,0,5,77,True,True,False,Occasional,Tier-3
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2190,32,Female,Married,Developer,33,117657.96,81,1.99,True,2,Large,7.2,8.2,False,5,8,13,10,9,5,8,77,True,False,False,No,Tier-1
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2191,18,Male,Single,HR,26,135386.41,60,1.93,False,5,Medium,6.2,2.7,False,6,10,8,0,0,5,4,26,True,False,True,Yes,Tier-3
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2200,49,Non-Binary,Widowed,Manager,3,22296.74,85,2.97,False,5,Large,9.0,6.8,True,10,1,4,2,10,5,7,7,False,True,True,No,Tier-3
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2214,20,Non-Binary,Single,Analyst,4,87907.67,66,0.65,True,3,Medium,4.4,5.9,True,0,7,18,4,5,8,0,39,False,True,True,No,Tier-2
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2218,65,Male,Widowed,Developer,0,98861.52,54,1.41,True,9,Medium,5.8,5.5,True,2,3,15,4,7,1,0,59,False,True,False,Yes,Tier-1
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2224,42,Female,Divorced,HR,35,130321.77,54,2.79,True,2,Medium,6.5,9.1,False,2,3,26,0,6,3,8,19,True,True,False,Occasional,Tier-1
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2227,51,Male,Divorced,Analyst,0,164217.21,62,2.89,True,6,Medium,8.7,3.4,False,0,10,21,4,6,4,7,43,False,False,False,Occasional,Tier-1
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2243,40,Non-Binary,Widowed,Sales,1,194574.86,72,1.11,False,5,Medium,7.3,5.6,False,0,6,25,1,6,1,10,25,False,False,True,Occasional,Tier-2
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2246,64,Male,Single,Sales,35,92523.88,65,2.06,False,8,Medium,4.1,4.9,True,0,5,15,1,0,10,0,64,True,False,True,Occasional,Tier-2
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2249,53,Non-Binary,Single,HR,5,59195.15,67,0.64,False,0,Large,8.3,1.8,False,0,8,11,2,3,8,2,41,True,True,False,Yes,Tier-1
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2250,28,Female,Divorced,Sales,1,139231.86,79,1.99,False,0,Small,7.0,0.1,True,5,0,29,10,9,1,10,93,True,True,False,Yes,Metro
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2259,21,Male,Single,Sales,16,115135.98,63,0.61,False,8,Small,6.3,1.4,True,9,8,1,3,0,2,8,74,False,False,True,Yes,Metro
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2260,65,Non-Binary,Married,Developer,19,187285.4,58,1.18,True,0,Small,8.4,4.5,False,10,4,2,7,0,7,1,52,False,True,True,Yes,Tier-1
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2262,44,Male,Divorced,HR,26,80782.8,40,2.25,False,3,Medium,6.1,1.2,False,3,7,18,9,7,3,0,59,True,True,True,No,Tier-1
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2268,33,Non-Binary,Single,Developer,1,29268.9,37,1.15,True,5,Small,7.1,1.0,True,9,8,18,10,9,1,6,80,True,False,False,Yes,Metro
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2280,24,Male,Single,Sales,27,184671.99,83,1.2,True,10,Small,9.0,8.7,False,8,3,30,8,9,9,1,19,False,False,False,No,Tier-3
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2283,27,Male,Divorced,Sales,16,165808.6,39,2.17,False,9,Medium,4.4,1.5,True,7,3,18,10,9,8,1,7,True,False,False,No,Metro
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2286,48,Non-Binary,Married,Support,31,189774.24,90,2.65,False,5,Medium,8.3,0.0,True,5,10,17,1,1,9,8,11,True,True,False,Yes,Metro
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2293,24,Non-Binary,Widowed,Support,13,164578.3,66,1.86,False,4,Large,4.1,2.0,False,5,4,6,1,1,1,8,38,True,True,True,Occasional,Metro
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2297,59,Non-Binary,Divorced,Sales,29,166278.02,43,2.65,True,10,Medium,5.7,3.5,True,4,8,14,0,4,3,4,40,True,False,False,Occasional,Tier-1
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2305,43,Female,Married,Analyst,28,147768.91,41,1.02,True,5,Large,5.4,9.5,False,6,8,24,9,4,9,2,62,True,False,False,Yes,Tier-3
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2327,27,Non-Binary,Widowed,Support,9,109763.47,70,0.58,False,3,Small,8.7,1.6,True,10,3,30,5,9,10,4,44,True,True,True,Yes,Metro
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2337,39,Female,Divorced,Analyst,28,45716.74,90,1.78,True,8,Small,4.7,0.1,False,4,10,26,5,2,5,0,54,True,False,False,Yes,Metro
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2338,65,Female,Married,HR,18,40032.41,56,2.79,True,3,Large,8.3,5.7,True,8,1,21,1,2,10,2,78,False,True,True,No,Tier-2
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2355,35,Female,Divorced,Analyst,40,189580.95,37,2.0,False,8,Small,4.1,8.2,True,7,7,17,0,3,8,5,52,False,True,False,No,Metro
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2357,59,Female,Widowed,Support,0,189459.95,72,1.98,True,1,Medium,4.3,2.2,False,5,5,20,2,4,6,2,64,False,True,False,No,Tier-1
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2358,56,Male,Divorced,Analyst,22,54323.92,83,2.98,True,7,Medium,8.9,1.6,True,4,2,7,2,6,2,2,85,True,True,True,Occasional,Tier-3
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2366,43,Female,Widowed,Manager,19,31839.47,73,0.83,True,8,Medium,8.8,7.3,True,10,3,23,7,8,2,8,8,True,True,True,Occasional,Tier-1
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2373,53,Non-Binary,Widowed,Analyst,11,79875.48,64,1.55,True,2,Small,4.2,3.2,False,8,7,8,1,6,1,6,29,False,True,True,No,Tier-3
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2374,57,Male,Divorced,Manager,6,36058.55,90,1.45,True,1,Medium,4.5,5.3,True,3,7,19,0,6,3,8,95,False,False,False,No,Tier-3
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2375,54,Non-Binary,Divorced,Sales,18,193481.02,61,0.37,True,4,Small,5.6,6.1,False,5,9,24,7,7,1,8,59,False,True,True,Yes,Tier-2
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2376,50,Non-Binary,Married,Developer,21,21353.35,82,2.99,True,1,Small,6.8,3.7,False,1,3,0,5,4,3,2,33,False,True,False,No,Tier-3
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2381,50,Male,Widowed,HR,4,198488.6,76,0.8,False,6,Small,8.1,8.6,False,4,2,0,0,7,0,9,53,False,False,True,Occasional,Tier-1
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2384,56,Male,Single,Sales,12,101187.06,89,1.13,False,8,Medium,4.0,1.4,True,10,5,5,4,3,0,5,92,True,True,False,No,Tier-2
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2397,61,Non-Binary,Divorced,Sales,11,117208.05,90,0.9,False,5,Medium,4.7,4.7,True,1,4,19,2,9,8,9,29,True,True,False,No,Tier-3
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2398,20,Male,Single,Support,5,51547.06,50,0.9,True,7,Small,5.7,8.3,True,8,10,18,3,10,8,9,66,True,True,True,Yes,Tier-3
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2413,61,Female,Widowed,Sales,34,111678.24,51,1.7,True,10,Medium,5.5,5.4,False,1,5,18,0,8,3,2,1,True,True,False,Yes,Metro
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2415,22,Male,Widowed,Sales,23,70030.35,72,1.57,True,5,Medium,8.0,2.2,False,10,0,14,8,10,4,3,20,True,False,False,Yes,Metro
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2420,33,Non-Binary,Married,Manager,4,126932.02,88,1.63,False,8,Small,4.2,9.0,True,0,2,11,2,1,1,3,32,False,True,False,Yes,Tier-2
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2428,25,Non-Binary,Married,Manager,32,93415.3,81,0.71,False,1,Large,8.3,6.3,True,9,8,14,3,0,4,3,64,True,False,False,No,Tier-2
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2442,47,Male,Divorced,Support,21,180372.7,44,2.15,False,7,Small,6.8,2.4,False,6,2,23,6,3,5,2,23,False,True,False,Yes,Tier-2
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2444,37,Non-Binary,Widowed,HR,20,26654.47,51,0.9,True,8,Large,4.6,5.8,False,6,7,30,0,3,10,7,81,False,False,True,Occasional,Tier-1
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2452,33,Non-Binary,Single,Analyst,24,81761.08,78,0.1,True,2,Large,6.3,1.2,True,6,8,13,1,7,5,1,5,False,True,True,Yes,Metro
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2456,31,Female,Single,Developer,38,101063.06,62,2.16,True,4,Large,7.9,1.8,True,3,9,14,3,3,5,7,100,False,False,True,Occasional,Metro
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2479,39,Male,Divorced,HR,22,20344.3,54,1.33,False,5,Large,6.4,5.4,True,8,4,0,3,9,9,0,17,False,True,False,Yes,Tier-3
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2481,59,Male,Single,Sales,27,77362.1,69,0.56,False,10,Medium,8.1,8.0,False,8,7,23,4,0,2,10,12,False,True,False,No,Metro
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2483,64,Non-Binary,Widowed,Developer,9,146196.15,85,1.29,True,0,Large,5.6,2.5,True,1,10,13,1,5,7,4,56,True,False,True,No,Tier-3
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2484,59,Male,Single,Developer,10,152745.83,50,1.18,True,8,Small,8.4,3.2,False,1,2,27,0,10,9,5,25,True,True,True,Yes,Tier-3
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2485,55,Non-Binary,Widowed,Analyst,11,102409.47,38,1.71,True,5,Small,6.4,6.4,True,3,8,2,5,1,2,5,64,False,True,False,No,Metro
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2489,47,Male,Married,Support,22,139635.31,66,1.74,False,5,Medium,4.5,6.8,True,10,6,4,9,2,7,5,24,False,True,False,Yes,Tier-2
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2490,41,Female,Divorced,Manager,22,62098.19,83,1.15,True,4,Medium,8.5,4.1,True,6,9,29,0,10,0,3,54,False,True,True,Occasional,Tier-2
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2496,33,Female,Widowed,Developer,1,30306.6,51,1.35,True,1,Small,8.7,7.4,False,8,10,3,1,2,7,10,74,False,True,False,Occasional,Metro
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2502,52,Female,Divorced,Analyst,33,129472.65,47,0.37,True,5,Large,6.8,5.1,True,8,7,6,0,9,8,9,83,False,True,False,Yes,Tier-3
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2503,19,Non-Binary,Married,Manager,20,153640.92,77,1.76,True,7,Medium,7.9,5.4,False,2,7,24,0,10,4,7,25,True,False,False,No,Metro
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2505,19,Male,Single,Sales,19,62248.07,54,0.18,False,6,Large,7.6,4.8,False,9,8,5,4,10,10,9,23,False,False,False,Occasional,Tier-2
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2508,31,Non-Binary,Divorced,Support,15,74021.48,43,1.56,False,10,Medium,4.7,0.8,True,5,5,30,10,6,7,10,88,True,False,True,Yes,Tier-1
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2510,35,Female,Married,Sales,2,190422.41,55,0.74,False,3,Small,6.7,4.3,False,5,9,0,4,6,2,6,50,True,False,False,No,Tier-1
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2513,19,Non-Binary,Married,Analyst,5,155570.5,40,0.38,True,10,Large,4.1,4.2,True,6,3,24,9,9,8,8,48,False,False,False,No,Tier-3
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2519,18,Male,Widowed,Sales,29,50696.92,68,1.38,False,8,Large,5.5,1.1,True,10,1,16,0,3,0,2,72,False,True,False,Yes,Metro
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2542,30,Female,Single,HR,19,175360.35,53,2.48,False,3,Small,4.6,4.1,False,9,6,2,2,1,9,1,2,False,True,True,Yes,Tier-2
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2544,31,Male,Divorced,Analyst,18,124548.16,59,2.57,True,4,Medium,6.9,0.9,False,4,6,30,9,4,10,2,76,False,False,False,No,Tier-3
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2550,46,Male,Widowed,Analyst,29,159656.24,77,2.81,True,1,Small,7.5,3.1,False,8,6,4,0,2,1,7,93,True,False,False,No,Metro
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2555,48,Male,Divorced,Analyst,9,106690.45,85,1.84,True,6,Large,8.9,2.0,False,4,5,20,0,2,4,9,98,True,True,False,Occasional,Tier-3
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2560,42,Non-Binary,Widowed,HR,12,102702.73,51,2.26,False,8,Medium,5.4,5.2,False,3,7,21,6,1,9,2,69,True,False,False,No,Tier-1
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2565,26,Female,Widowed,Analyst,19,24143.5,63,2.13,True,7,Large,6.5,6.6,True,3,0,2,6,3,9,4,87,False,False,True,No,Tier-2
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2570,38,Female,Widowed,Manager,13,180434.21,35,1.32,False,5,Small,5.5,2.0,True,2,10,9,7,1,5,0,78,False,False,False,No,Tier-1
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2584,56,Female,Widowed,Analyst,24,79225.94,50,0.72,True,4,Large,5.5,1.9,False,8,8,14,1,4,6,4,19,False,False,False,No,Tier-1
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2588,56,Male,Divorced,HR,7,167624.64,46,1.53,True,1,Small,8.2,6.5,True,10,10,7,1,4,9,7,34,False,False,False,No,Metro
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2590,52,Male,Married,HR,35,146377.51,69,0.76,True,10,Medium,7.5,2.4,True,6,8,27,7,6,1,1,79,True,False,False,Yes,Tier-1
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,2598,39,Female,Widowed,Manager,22,133669.65,88,0.84,True,6,Small,6.7,8.3,True,2,9,23,9,8,8,3,42,True,False,True,No,Metro
